Price,Date,Zip_Code,Address,ABC,EFG,X,County,Area,Area1
320000,05/01/2016,E3 3TR,"HOEY COURT, 4",FLAT 803,BARRY BLANDFORD WAY,,LONDON,TOWER HAMLETS,GREATER LONDON
309562,08/01/2016,E3 3TU,"GRENFELL COURT, 18",FLAT 702,BARRY BLANDFORD WAY,,LONDON,TOWER HAMLETS,GREATER LONDON
448350,08/01/2016,E3 3TU,"GRENFELL COURT, 18",FLAT 703,BARRY BLANDFORD WAY,,LONDON,TOWER HAMLETS,GREATER LONDON
220000,12/02/2016,E4 7NZ,48,,REDWOOD GARDENS,CHINGFORD,LONDON,WALTHAM FOREST,GREATER LONDON
404950,04/01/2016,NW9 5XD,"CONSTANTINE HOUSE, 14",FLAT 25,BOULEVARD DRIVE,,LONDON,BARNET,GREATER LONDON
770000,11/01/2016,N1 7GN,105,FLAT 23,BRITANNIA WALK,,LONDON,HACKNEY,GREATER LONDON
473000,08/01/2016,E3 3TU,"GRENFELL COURT, 18",FLAT 407,BARRY BLANDFORD WAY,,LONDON,TOWER HAMLETS,GREATER LONDON
370000,07/01/2016,E3 3TR,"HOEY COURT, 4",FLAT 1005,BARRY BLANDFORD WAY,,LONDON,TOWER HAMLETS,GREATER LONDON
357500,05/01/2016,E3 3TR,"HOEY COURT, 4",FLAT 1004,BARRY BLANDFORD WAY,,LONDON,TOWER HAMLETS,GREATER LONDON
325000,15/01/2016,NW9 5ZS,HEATH PARADE,FLAT 8 ELECTRA COURT 4,GRAHAME PARK WAY,,LONDON,BARNET,GREATER LONDON
475000,08/02/2016,SE18 6TT,68,,BROOKHILL ROAD,,LONDON,GREENWICH,GREATER LONDON
2300000,12/02/2016,W1H 5HX,42,,HARROWBY STREET,,LONDON,CITY OF WESTMINSTER,GREATER LONDON
422000,05/02/2016,IG3 9LY,4,,LYNFORD GARDENS,,ILFORD,REDBRIDGE,GREATER LONDON
680000,05/01/2016,SE13 5TA,14,,OLD ROAD,,LONDON,LEWISHAM,GREATER LONDON
1277500,05/02/2016,N1 0EL,37,,CLOUDESLEY ROAD,,LONDON,ISLINGTON,GREATER LONDON
1170000,21/01/2016,N19 3TP,14,,FITZWARREN GARDENS,,LONDON,ISLINGTON,GREATER LONDON
980000,29/01/2016,SE27 0RJ,77,,ST JULIANS FARM ROAD,,LONDON,LAMBETH,GREATER LONDON
850000,02/02/2016,SE24 9AE,99,,NORWOOD ROAD,,LONDON,LAMBETH,GREATER LONDON
3850000,06/01/2016,SW10 9DZ,9,,COLEHERNE MEWS,,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON
3925000,22/02/2016,WC2N 6JN,6,,YORK BUILDINGS,,LONDON,CITY OF WESTMINSTER,GREATER LONDON
855000,29/01/2016,SE22 0HH,17,,CORNFLOWER TERRACE,,LONDON,SOUTHWARK,GREATER LONDON
300000,29/01/2016,SE13 6HQ,11,,GEORGE LANE,,LONDON,LEWISHAM,GREATER LONDON
1890500,29/01/2016,NW5 1ER,16,,BROOKFIELD PARK,,LONDON,CAMDEN,GREATER LONDON
5350000,25/01/2016,SW3 6PP,12,,SYDNEY STREET,,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON
1145000,18/01/2016,SW12 9NW,116,,GASKARTH ROAD,,LONDON,WANDSWORTH,GREATER LONDON
965000,18/02/2016,SE3 7RJ,15,,DINSDALE ROAD,GREENWICH,LONDON,GREENWICH,GREATER LONDON
1200000,03/02/2016,W6 0SL,7,,RAVENSCOURT AVENUE,,LONDON,HAMMERSMITH AND FULHAM,GREATER LONDON
3800000,02/02/2016,W2 3QG,57,,LANCASTER MEWS,,LONDON,CITY OF WESTMINSTER,GREATER LONDON
822500,09/02/2016,SE23 2AF,38,,VANCOUVER ROAD,,LONDON,LEWISHAM,GREATER LONDON
1275000,05/02/2016,SW7 1EJ,29,,RUTLAND STREET,,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON
3700000,04/02/2016,NW3 5LS,74,,FITZJOHNS AVENUE,,LONDON,CAMDEN,GREATER LONDON
675000,19/02/2016,SE12 8LX,STABLE COTTAGE,,MICHELDEVER ROAD,,LONDON,LEWISHAM,GREATER LONDON
1170000,29/01/2016,N5 1AX,55,,ELFORT ROAD,,LONDON,ISLINGTON,GREATER LONDON
2500000,26/01/2016,W11 4SR,10,,ST ANNS ROAD,,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON
797000,19/02/2016,SE23 2HB,58,,CRANSTON ROAD,FOREST HILL,LONDON,LEWISHAM,GREATER LONDON
2550000,12/02/2016,SW11 6HZ,3,,BLENKARNE ROAD,WANDSWORTH COMMON,LONDON,WANDSWORTH,GREATER LONDON
487000,08/02/2016,SE6 1NJ,142,,MINARD ROAD,CATFORD,LONDON,LEWISHAM,GREATER LONDON
431000,15/02/2016,SE13 7UN,13,,WEARSIDE ROAD,,LONDON,LEWISHAM,GREATER LONDON
671000,29/01/2016,SE6 4XH,31,,CASSLEE ROAD,,LONDON,LEWISHAM,GREATER LONDON
945000,05/02/2016,SW2 2DL,60,,CLAVERDALE ROAD,,LONDON,LAMBETH,GREATER LONDON
1475000,14/01/2016,SW11 1SH,102,,ST JOHNS HILL,,LONDON,WANDSWORTH,GREATER LONDON
2075000,29/01/2016,E8 3LU,21,,LAVENDER GROVE,,LONDON,HACKNEY,GREATER LONDON
440000,23/02/2016,SW16 5BQ,7,,FARMHOUSE ROAD,,LONDON,LAMBETH,GREATER LONDON
727000,19/02/2016,SE15 3AX,37,,RYE ROAD,,LONDON,SOUTHWARK,GREATER LONDON
302250,05/01/2016,E3 3TR,"HOEY COURT, 4",FLAT 506,BARRY BLANDFORD WAY,,LONDON,TOWER HAMLETS,GREATER LONDON
338812,05/01/2016,E3 3TU,"GRENFELL COURT, 18",FLAT 408,BARRY BLANDFORD WAY,,LONDON,TOWER HAMLETS,GREATER LONDON
370000,15/01/2016,NW9 5ZN,HEATH PARADE,FLAT 1 CYCLONE COURT 5,GRAHAME PARK WAY,,LONDON,BARNET,GREATER LONDON
265639,07/01/2016,NW9 5XD,"CONSTANTINE HOUSE, 14",FLAT 6,BOULEVARD DRIVE,,LONDON,BARNET,GREATER LONDON
343688,13/01/2016,E3 3TU,"GRENFELL COURT, 18",FLAT 604,BARRY BLANDFORD WAY,,LONDON,TOWER HAMLETS,GREATER LONDON
405000,05/01/2016,E3 3TR,"HOEY COURT, 4",FLAT 408,BARRY BLANDFORD WAY,,LONDON,TOWER HAMLETS,GREATER LONDON
840000,14/01/2016,TW8 8EQ,18,,MARKET PLACE,,BRENTFORD,HOUNSLOW,GREATER LONDON
650000,15/01/2016,N10 3ET,TWYFORD COURT,FLAT 40,FORTIS GREEN,,LONDON,HARINGEY,GREATER LONDON
277450,18/01/2016,NW9 5XD,"CONSTANTINE HOUSE, 14",FLAT 21,BOULEVARD DRIVE,,LONDON,BARNET,GREATER LONDON
407651,13/01/2016,NW9 5WZ,"CARVELL HOUSE, 22",FLAT 63,AERODROME ROAD,,LONDON,BARNET,GREATER LONDON
312000,07/01/2016,E3 3TW,"DONOGHUE COURT, 24",FLAT 101,BARRY BLANDFORD WAY,,LONDON,TOWER HAMLETS,GREATER LONDON
101000,13/01/2016,N17 8NL,7,FLAT E,BRUCE CASTLE ROAD,,LONDON,HARINGEY,GREATER LONDON
290000,15/01/2016,HA3 0QP,"THIRD FLOOR, 302 - 308",,PRESTON ROAD,,HARROW,BRENT,GREATER LONDON
625000,06/01/2016,N4 2LA,"SAMROS APARTMENTS, 1A",FLAT 7,FINSBURY PARK ROAD,,LONDON,HACKNEY,GREATER LONDON
426950,15/01/2016,E4 8HW,"KING HENRY LODGE, 51",22,HALL LANE,,LONDON,WALTHAM FOREST,GREATER LONDON
457500,08/01/2016,E3 3TU,"GRENFELL COURT, 18",FLAT 206,BARRY BLANDFORD WAY,,LONDON,TOWER HAMLETS,GREATER LONDON
264277,06/01/2016,NW9 5XD,"CONSTANTINE HOUSE, 14",FLAT 9,BOULEVARD DRIVE,,LONDON,BARNET,GREATER LONDON
560000,19/01/2016,W5 2SN,"ARC TOWER, 32",163,UXBRIDGE ROAD,,LONDON,EALING,GREATER LONDON
393700,18/01/2016,NW9 5XD,"CONSTANTINE HOUSE, 14",FLAT 10,BOULEVARD DRIVE,,LONDON,BARNET,GREATER LONDON
488500,21/01/2016,E3 3TU,"GRENFELL COURT, 18",FLAT 307,BARRY BLANDFORD WAY,,LONDON,TOWER HAMLETS,GREATER LONDON
313000,05/01/2016,E3 3TR,"HOEY COURT, 4",FLAT 704,BARRY BLANDFORD WAY,,LONDON,TOWER HAMLETS,GREATER LONDON
749950,05/01/2016,NW7 1ED,"ZEISS BUILDING, 28",FLAT 10,MORPHOU ROAD,,LONDON,BARNET,GREATER LONDON
570000,22/01/2016,HA1 4SA,30,,BOLTON ROAD,,HARROW,HARROW,GREATER LONDON
360000,05/01/2016,E3 3TR,"HOEY COURT, 4",FLAT 1007,BARRY BLANDFORD WAY,,LONDON,TOWER HAMLETS,GREATER LONDON
970000,15/01/2016,E8 3DQ,1G,FLAT 17,MENTMORE TERRACE,,LONDON,HACKNEY,GREATER LONDON
410000,08/01/2016,E3 3TR,"HOEY COURT, 4",FLAT 508,BARRY BLANDFORD WAY,,LONDON,TOWER HAMLETS,GREATER LONDON
387000,08/01/2016,W5 4EP,69,FLAT 2,CHANDOS AVENUE,,LONDON,EALING,GREATER LONDON
419500,22/01/2016,E3 3TS,"SKINNER COURT, 10",FLAT 204,BARRY BLANDFORD WAY,,LONDON,TOWER HAMLETS,GREATER LONDON
570000,22/01/2016,NW7 3SS,"SUNSTONE COURT, 51",FLAT 5,SELVAGE LANE,,LONDON,BARNET,GREATER LONDON
560625,20/01/2016,E3 3TU,"GRENFELL COURT, 18",FLAT 802,BARRY BLANDFORD WAY,,LONDON,TOWER HAMLETS,GREATER LONDON
482500,15/01/2016,W4 4JQ,6 MERLIN HOUSE,FLAT 5,CASTLE ROW,,LONDON,HOUNSLOW,GREATER LONDON
190000,23/02/2016,SW16 5UX,22,,WOODMANSTERNE ROAD,,LONDON,LAMBETH,GREATER LONDON
1050000,22/01/2016,SW18 1BJ,18,,TONSLEY STREET,,LONDON,WANDSWORTH,GREATER LONDON
1152000,10/02/2016,SE5 8NB,50,,CROFTON ROAD,,LONDON,SOUTHWARK,GREATER LONDON
1199950,22/02/2016,SW12 9NN,39,,GASKARTH ROAD,,LONDON,WANDSWORTH,GREATER LONDON
485000,14/01/2016,SW16 5EG,146,,SHERWOOD AVENUE,,LONDON,LAMBETH,GREATER LONDON
825000,03/02/2016,E5 8NF,38,,WALSINGHAM ROAD,,LONDON,HACKNEY,GREATER LONDON
411000,29/01/2016,SE6 2HP,14,,ENGLEHEART ROAD,,LONDON,LEWISHAM,GREATER LONDON
2750000,16/02/2016,NW5 1SU,9,,DARTMOUTH PARK ROAD,,LONDON,CAMDEN,GREATER LONDON
420000,05/02/2016,SE9 2AQ,2,,CAMBRIDGE GREEN,,LONDON,GREENWICH,GREATER LONDON
2325000,28/01/2016,NW3 2JY,10,,ESTELLE ROAD,,LONDON,CAMDEN,GREATER LONDON
900000,09/02/2016,N7 6DP,123,,HORNSEY ROAD,,LONDON,ISLINGTON,GREATER LONDON
2200000,21/01/2016,W8 7PN,22,,EDGE STREET,,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON
625000,15/01/2016,SE9 3NX,96,,FELHAMPTON ROAD,,LONDON,GREENWICH,GREATER LONDON
667500,15/01/2016,SE4 1ES,93,,DARFIELD ROAD,,LONDON,LEWISHAM,GREATER LONDON
1500000,15/01/2016,NW6 2HH,158,,IVERSON ROAD,,LONDON,CAMDEN,GREATER LONDON
625000,22/01/2016,SE4 1SL,18,,BEXHILL ROAD,,LONDON,LEWISHAM,GREATER LONDON
636500,29/01/2016,SE15 2TQ,144,,HOLLYDALE ROAD,,LONDON,SOUTHWARK,GREATER LONDON
775000,27/01/2016,SW16 2LT,48,,ROSEDENE AVENUE,,LONDON,LAMBETH,GREATER LONDON
585000,21/01/2016,SE12 0JP,27,,BARING ROAD,,LONDON,LEWISHAM,GREATER LONDON
841750,05/01/2016,N7 8NX,32,,SHERINGHAM ROAD,,LONDON,ISLINGTON,GREATER LONDON
441000,29/01/2016,SE6 4LX,66,,WINSFORD ROAD,,LONDON,LEWISHAM,GREATER LONDON
1450000,29/01/2016,SW6 6AJ,29,,BRONSART ROAD,,LONDON,HAMMERSMITH AND FULHAM,GREATER LONDON
1040000,12/02/2016,SW18 3AP,11,,BROCKLEBANK ROAD,,LONDON,WANDSWORTH,GREATER LONDON
342500,08/01/2016,SE9 3NS,818,,SIDCUP ROAD,NEW ELTHAM,LONDON,GREENWICH,GREATER LONDON
1175000,22/01/2016,W6 0DU,61,,CARTHEW ROAD,,LONDON,HAMMERSMITH AND FULHAM,GREATER LONDON
790000,05/02/2016,SE3 0DU,46,,KIDBROOKE PARK ROAD,,LONDON,GREENWICH,GREATER LONDON
491500,29/01/2016,SW16 5JX,86,,DANBROOK ROAD,,LONDON,LAMBETH,GREATER LONDON
6000000,29/01/2016,SW3 5DJ,4,,PETYT PLACE,,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON
1900000,08/01/2016,SW15 2PW,20,,BURSTOCK ROAD,,LONDON,WANDSWORTH,GREATER LONDON
550000,18/02/2016,SE6 4EY,130,,PERRY HILL,,LONDON,LEWISHAM,GREATER LONDON
375000,10/02/2016,SE18 2HU,9,,EASTVIEW AVENUE,,LONDON,GREENWICH,GREATER LONDON
550000,01/02/2016,SE6 2NR,29,,NEWQUAY ROAD,,LONDON,LEWISHAM,GREATER LONDON
455000,29/01/2016,SE12 9HB,25,,EXFORD ROAD,,LONDON,LEWISHAM,GREATER LONDON
830000,15/01/2016,SE3 7SJ,53,,RUTHIN ROAD,,LONDON,GREENWICH,GREATER LONDON
362000,12/02/2016,SE9 3PN,894,,SIDCUP ROAD,NEW ELTHAM,LONDON,GREENWICH,GREATER LONDON
620000,07/01/2016,N10 3NG,188,FLAT 3,MUSWELL HILL ROAD,,LONDON,HARINGEY,GREATER LONDON
515000,11/01/2016,E3 3TU,"GRENFELL COURT, 18",FLAT 707,BARRY BLANDFORD WAY,,LONDON,TOWER HAMLETS,GREATER LONDON
388000,27/01/2016,E3 3TR,"HOEY COURT, 4",FLAT 307,BARRY BLANDFORD WAY,,LONDON,TOWER HAMLETS,GREATER LONDON
540000,19/01/2016,E17 9FA,4,,LEDGER MEWS,,LONDON,WALTHAM FOREST,GREATER LONDON
295000,19/01/2016,NW9 5XD,"CONSTANTINE HOUSE, 14",FLAT 11,BOULEVARD DRIVE,,LONDON,BARNET,GREATER LONDON
475000,18/01/2016,W5 2SN,"ARC TOWER, 32",61,UXBRIDGE ROAD,,LONDON,EALING,GREATER LONDON
565000,29/01/2016,NW10 5TN,"CLARIDGE HOUSE, 91",FLAT 12,MORTIMER ROAD,,LONDON,BRENT,GREATER LONDON
299000,29/01/2016,TW13 4FD,GOULDING HOUSE,FLAT 3,MANOR LANE,,FELTHAM,HOUNSLOW,GREATER LONDON
323000,02/02/2016,TW13 4FB,CHAPMAN HOUSE,FLAT 12,MANOR LANE,,FELTHAM,HOUNSLOW,GREATER LONDON
355000,29/01/2016,E3 3TS,"SKINNER COURT, 10",FLAT 202,BARRY BLANDFORD WAY,,LONDON,TOWER HAMLETS,GREATER LONDON
477500,01/02/2016,E3 3TS,"SKINNER COURT, 10",FLAT 401,BARRY BLANDFORD WAY,,LONDON,TOWER HAMLETS,GREATER LONDON
315000,22/01/2016,E3 3TR,"HOEY COURT, 4",FLAT 603,BARRY BLANDFORD WAY,,LONDON,TOWER HAMLETS,GREATER LONDON
180000,22/01/2016,HA0 3BA,SHELLEY COURT,FLAT 8,ETON AVENUE,,WEMBLEY,BRENT,GREATER LONDON
360000,19/02/2016,UB8 2EY,4,,BENBOW WAYE,,UXBRIDGE,HILLINGDON,GREATER LONDON
350000,19/01/2016,TW13 4FD,GOULDING HOUSE,FLAT 17,MANOR LANE,,FELTHAM,HOUNSLOW,GREATER LONDON
345000,01/02/2016,HA8 5FN,"CAPRICORN COURT, 17",FLAT 20,ZODIAC CLOSE,,EDGWARE,HARROW,GREATER LONDON
251000,05/02/2016,TW13 4FB,CHAPMAN HOUSE,FLAT 13,MANOR LANE,,FELTHAM,HOUNSLOW,GREATER LONDON
340000,28/01/2016,HA8 5FN,"CAPRICORN COURT, 17",FLAT 6,ZODIAC CLOSE,,EDGWARE,HARROW,GREATER LONDON
500000,10/02/2016,NW2 2NE,162,FLAT 1,HENDON WAY,,LONDON,BARNET,GREATER LONDON
460000,07/01/2016,E5 9QQ,"BARLEY COURT, 3",6,ESSEX WHARF,,LONDON,WALTHAM FOREST,GREATER LONDON
295000,11/01/2016,E5 0LS,88,FLAT 3,CHATSWORTH ROAD,,LONDON,HACKNEY,GREATER LONDON
510000,08/01/2016,N3 2SG,128,FIRST FLOOR FLAT 2,STATION ROAD,,LONDON,BARNET,GREATER LONDON
460000,21/01/2016,E5 9RZ,"MILL COURT, 4",5,ESSEX WHARF,,LONDON,WALTHAM FOREST,GREATER LONDON
460000,29/01/2016,E5 9QG,"COPPER COURT, 2",6,ESSEX WHARF,,LONDON,WALTHAM FOREST,GREATER LONDON
35000,08/02/2016,N22 7AQ,205,,ALBERT ROAD,WOOD GREEN,LONDON,HARINGEY,GREATER LONDON
400000,29/01/2016,EN5 5DB,96,,LEICESTER ROAD,,BARNET,BARNET,GREATER LONDON
388000,15/01/2016,N8 9BE,71A,,TOTTENHAM LANE,,LONDON,HARINGEY,GREATER LONDON
345000,22/01/2016,HA0 1HP,17,,CARLYON ROAD,,WEMBLEY,BRENT,GREATER LONDON
500000,18/01/2016,W5 2SN,"ARC TOWER, 32",13,UXBRIDGE ROAD,,LONDON,EALING,GREATER LONDON
535000,18/01/2016,W5 2SN,"ARC TOWER, 32",132,UXBRIDGE ROAD,,LONDON,EALING,GREATER LONDON
342500,28/01/2016,HA8 5FN,"CAPRICORN COURT, 17",FLAT 13,ZODIAC CLOSE,,EDGWARE,HARROW,GREATER LONDON
325000,27/01/2016,HA8 5FN,"CAPRICORN COURT, 17",FLAT 15,ZODIAC CLOSE,,EDGWARE,HARROW,GREATER LONDON
1150000,23/02/2016,SE5 8JA,33,,CAMBERWELL GROVE,CAMBERWELL,LONDON,SOUTHWARK,GREATER LONDON
525000,15/01/2016,SE6 2HU,47,,LALEHAM ROAD,,LONDON,LEWISHAM,GREATER LONDON
500000,29/01/2016,SE3 8RX,36,,MERRIMAN ROAD,,LONDON,GREENWICH,GREATER LONDON
387500,12/02/2016,SE2 0JD,83,,MANTON ROAD,,LONDON,GREENWICH,GREATER LONDON
1140000,29/01/2016,SW18 5AR,68,,TRENTHAM STREET,,LONDON,WANDSWORTH,GREATER LONDON
790000,29/01/2016,SE23 3QL,157,,WESTWOOD PARK,FOREST HILL,LONDON,LEWISHAM,GREATER LONDON
2735000,12/02/2016,WC2H 9NU,7,,TOWER COURT,,LONDON,CAMDEN,GREATER LONDON
340000,05/02/2016,SE2 0PF,6,,WOODBROOK ROAD,,LONDON,GREENWICH,GREATER LONDON
1299950,19/02/2016,SW18 2EZ,55,,ST ANNS HILL,,LONDON,WANDSWORTH,GREATER LONDON
640000,03/02/2016,SW16 6AF,90,,GLENEAGLE ROAD,STREATHAM,LONDON,LAMBETH,GREATER LONDON
427000,19/02/2016,SE9 3PR,28,,MERVYN AVENUE,,LONDON,GREENWICH,GREATER LONDON
500000,08/01/2016,SE9 3SB,773,,SIDCUP ROAD,NEW ELTHAM,LONDON,GREENWICH,GREATER LONDON
367000,12/02/2016,SE12 9PU,319,,MARVELS LANE,,LONDON,LEWISHAM,GREATER LONDON
380000,29/01/2016,SE2 0HF,79,,WOODHURST ROAD,,LONDON,GREENWICH,GREATER LONDON
325000,22/01/2016,SE18 2BA,84,,ALLIANCE ROAD,,LONDON,GREENWICH,GREATER LONDON
1480000,08/02/2016,NW5 1BT,5,,CHETWYND VILLAS,,LONDON,CAMDEN,GREATER LONDON
799995,12/02/2016,SE22 9HG,36,,ULVERSCROFT ROAD,,LONDON,SOUTHWARK,GREATER LONDON
1380000,12/02/2016,SE21 8HT,33,,CARSON ROAD,,LONDON,LAMBETH,GREATER LONDON
1200000,27/01/2016,SW17 7DB,44,,BRENDA ROAD,,LONDON,WANDSWORTH,GREATER LONDON
392500,29/01/2016,BR7 6DU,12,,LYDSTEP ROAD,,CHISLEHURST,GREENWICH,GREATER LONDON
1340000,28/01/2016,W6 9ST,4,,PETLEY ROAD,,LONDON,HAMMERSMITH AND FULHAM,GREATER LONDON
1500000,11/02/2016,SW4 8QX,72,,ELMS CRESCENT,,LONDON,LAMBETH,GREATER LONDON
290000,25/01/2016,SE2 0XU,4,,RUTHERGLEN ROAD,,LONDON,GREENWICH,GREATER LONDON
740000,28/01/2016,SE3 8DA,32,,BEGBIE ROAD,,LONDON,GREENWICH,GREATER LONDON
275000,29/01/2016,N22 5RU,CEDAR HOUSE,FLAT 2,ACACIA ROAD,,LONDON,HARINGEY,GREATER LONDON
315000,28/01/2016,NW4 4TU,25,,WILSHAW CLOSE,,LONDON,BARNET,GREATER LONDON
365000,12/02/2016,N20 0HJ,18,,RIDGEVIEW ROAD,,LONDON,BARNET,GREATER LONDON
326000,18/01/2016,N20 0SJ,70,,BALFOUR GROVE,,LONDON,BARNET,GREATER LONDON
235000,28/01/2016,UB5 6TD,7,,CATHAY WALK,,NORTHOLT,EALING,GREATER LONDON
173179,22/01/2016,W13 9NF,3C,,CHURCHFIELD ROAD,,LONDON,EALING,GREATER LONDON
626218,15/01/2016,W3 6NZ,7,,NEMOURE ROAD,,LONDON,EALING,GREATER LONDON
482000,18/02/2016,N13 5DN,52,,KENMARE GARDENS,,LONDON,ENFIELD,GREATER LONDON
495000,03/02/2016,N3 2EE,111,,ETCHINGHAM PARK ROAD,,LONDON,BARNET,GREATER LONDON
342500,22/01/2016,HA8 5FN,"CAPRICORN COURT, 17",FLAT 14,ZODIAC CLOSE,,EDGWARE,HARROW,GREATER LONDON
295000,01/02/2016,HA8 5FN,"CAPRICORN COURT, 17",FLAT 17,ZODIAC CLOSE,,EDGWARE,HARROW,GREATER LONDON
292500,01/02/2016,HA8 5FN,"CAPRICORN COURT, 17",FLAT 9,ZODIAC CLOSE,,EDGWARE,HARROW,GREATER LONDON
890000,12/02/2016,N1 7GL,17,FLAT 16 MICAWBER WHARF,MICAWBER STREET,,LONDON,HACKNEY,GREATER LONDON
245000,07/01/2016,TW3 3DQ,45,,CRANSTON CLOSE,,HOUNSLOW,HOUNSLOW,GREATER LONDON
263000,10/02/2016,NW10 1QA,172B,,NEASDEN LANE,,LONDON,BRENT,GREATER LONDON
311000,12/02/2016,HA8 5FN,"CAPRICORN COURT, 17",FLAT 11,ZODIAC CLOSE,,EDGWARE,HARROW,GREATER LONDON
225000,25/01/2016,NW10 1QA,172C,,NEASDEN LANE,,LONDON,BRENT,GREATER LONDON
297500,12/02/2016,HA8 5FN,"CAPRICORN COURT, 17",FLAT 25,ZODIAC CLOSE,,EDGWARE,HARROW,GREATER LONDON
575000,15/01/2016,E8 1LP,19 - 24,FLAT 30,MARCON PLACE,,LONDON,HACKNEY,GREATER LONDON
825000,29/01/2016,N1 7TB,17,FLAT 2 MICAWBER WHARF,MICAWBER STREET,,LONDON,HACKNEY,GREATER LONDON
250000,05/02/2016,NW10 1QA,172A,,NEASDEN LANE,,LONDON,BRENT,GREATER LONDON
237500,01/02/2016,NW10 1QA,172D,,NEASDEN LANE,,LONDON,BRENT,GREATER LONDON
290000,01/02/2016,HA8 5FN,"CAPRICORN COURT, 17",FLAT 8,ZODIAC CLOSE,,EDGWARE,HARROW,GREATER LONDON
302500,12/02/2016,HA8 5FN,"CAPRICORN COURT, 17",FLAT 40,ZODIAC CLOSE,,EDGWARE,HARROW,GREATER LONDON
350000,05/02/2016,E17 4SN,13A,,BYRON ROAD,,LONDON,WALTHAM FOREST,GREATER LONDON
90750,26/01/2016,N17 8FE,RIVERS APARTMENTS,46,CANNON ROAD,,LONDON,HARINGEY,GREATER LONDON
382725,12/02/2016,W5 2SN,"ARC TOWER, 32",26,UXBRIDGE ROAD,,LONDON,EALING,GREATER LONDON
292500,11/02/2016,HA8 5FN,"CAPRICORN COURT, 17",FLAT 16,ZODIAC CLOSE,,EDGWARE,HARROW,GREATER LONDON
601000,08/01/2016,E5 0LH,"OLD ICE CREAM WORKS, 57",FLAT 1,CHATSWORTH ROAD,,LONDON,HACKNEY,GREATER LONDON
247500,16/02/2016,TW13 4FB,CHAPMAN HOUSE,FLAT 9,MANOR LANE,,FELTHAM,HOUNSLOW,GREATER LONDON
885000,03/02/2016,W13 8DQ,20,,TEMPLEWOOD,,LONDON,EALING,GREATER LONDON
366500,19/01/2016,TW14 8AJ,79,,BEECH ROAD,,FELTHAM,HOUNSLOW,GREATER LONDON
270000,12/02/2016,UB10 0DS,32,,MAYFIELD CLOSE,,UXBRIDGE,HILLINGDON,GREATER LONDON
455000,05/02/2016,W4 5HT,38,,ROTHSCHILD ROAD,,LONDON,EALING,GREATER LONDON
455000,19/02/2016,UB9 6ES,105,,NEWDIGATE ROAD EAST,HAREFIELD,UXBRIDGE,HILLINGDON,GREATER LONDON
400000,27/01/2016,UB9 6RG,21,,CHILDS AVENUE,HAREFIELD,UXBRIDGE,HILLINGDON,GREATER LONDON
273000,11/02/2016,TW1 1AG,26,,VARSITY DRIVE,,TWICKENHAM,HOUNSLOW,GREATER LONDON
225000,01/02/2016,TW3 3DD,JOHN BARTER HOUSE,FLAT 20,CHURCH CLOSE,,HOUNSLOW,HOUNSLOW,GREATER LONDON
295000,19/02/2016,HA4 6JA,MASTERS COURT,FLAT 34,WOOD LANE,,RUISLIP,HILLINGDON,GREATER LONDON
357000,29/01/2016,TW13 4LX,10,,WESTBOURNE ROAD,,FELTHAM,HOUNSLOW,GREATER LONDON
290000,29/01/2016,UB9 6DQ,49,,DOVEDALE CLOSE,HAREFIELD,UXBRIDGE,HILLINGDON,GREATER LONDON
752500,05/01/2016,NW7 2DR,100,,BUNNS LANE,,LONDON,BARNET,GREATER LONDON
140000,15/02/2016,N2 8LP,2,,OAK LANE,,LONDON,BARNET,GREATER LONDON
595000,28/01/2016,HA8 9LT,62,,FARM ROAD,,EDGWARE,BARNET,GREATER LONDON
163500,29/01/2016,EN3 5AR,13,,ARCHERS DRIVE,,ENFIELD,ENFIELD,GREATER LONDON
355000,05/02/2016,UB5 6TP,20,,HORSE SHOE CRESCENT,,NORTHOLT,EALING,GREATER LONDON
440000,07/01/2016,HA4 7BA,"THE THOMAS MORE BUILDING, 10",FLAT 9,ICKENHAM ROAD,,RUISLIP,HILLINGDON,GREATER LONDON
350000,21/01/2016,W7 2EP,116,GROUND FLOOR FLAT,BOSTON ROAD,,LONDON,EALING,GREATER LONDON
617500,05/02/2016,N14 7LT,72,,WHITEHOUSE WAY,,LONDON,BARNET,GREATER LONDON
692000,01/02/2016,NW11 6RJ,63,,OAKWOOD ROAD,,LONDON,BARNET,GREATER LONDON
305193,14/01/2016,HA4 6SS,43,,NORTHOLT AVENUE,,RUISLIP,HILLINGDON,GREATER LONDON
362500,10/02/2016,N2 0LZ,195A,FLAT 2,EAST END ROAD,,LONDON,BARNET,GREATER LONDON
425000,03/02/2016,W3 7RZ,GREGORY HOUSE,FLAT 5,STANLEY GARDENS,,LONDON,EALING,GREATER LONDON
485000,13/01/2016,UB10 9BN,7,,MERTON AVENUE,,UXBRIDGE,HILLINGDON,GREATER LONDON
330000,02/02/2016,UB1 2NZ,15,,WINDERMERE ROAD,,SOUTHALL,EALING,GREATER LONDON
