Price,Date,Zip_Code,Address,ABC,EFG,X,County,Area,Area1
1300000,22/01/2016,SW12 8LS,105,,CALBOURNE ROAD,,LONDON,WANDSWORTH,GREATER LONDON
620000,25/02/2016,SE26 6PW,53,,BEAULIEU AVENUE,SYDENHAM,LONDON,LEWISHAM,GREATER LONDON
630000,21/01/2016,CR8 2JJ,41,,HIGHFIELD ROAD,,PURLEY,CROYDON,GREATER LONDON
120000,21/01/2016,SE18 3PB,"HIGHVIEW, 75",FLAT 17,EGLINTON HILL,,LONDON,GREENWICH,GREATER LONDON
1200000,19/02/2016,SW18 3BG,29,,VANDERBILT ROAD,,LONDON,WANDSWORTH,GREATER LONDON
610000,15/01/2016,BR5 1HR,17,,BERGER CLOSE,PETTS WOOD,ORPINGTON,BROMLEY,GREATER LONDON
2385000,29/01/2016,SW14 8RR,47,,STONEHILL ROAD,,LONDON,RICHMOND UPON THAMES,GREATER LONDON
1695000,29/01/2016,SW11 3DR,24,,HENNING STREET,,LONDON,WANDSWORTH,GREATER LONDON
350000,29/01/2016,KT9 1XQ,32,,WOLSEY WAY,,CHESSINGTON,KINGSTON UPON THAMES,GREATER LONDON
320000,22/01/2016,BR3 4EU,4,UPPER FLAT,WESTFIELD ROAD,,BECKENHAM,BROMLEY,GREATER LONDON
540000,29/01/2016,SW16 4UU,32,,POLLARDS HILL EAST,,LONDON,CROYDON,GREATER LONDON
455000,02/02/2016,SE12 8BL,23,,SIDCUP ROAD,NEW ELTHAM,LONDON,GREENWICH,GREATER LONDON
575000,05/02/2016,SW19 4JB,"STRETFORD COURT, 110",FLAT 10,WORPLE ROAD,,LONDON,MERTON,GREATER LONDON
505000,05/02/2016,SM4 4NY,55,,CARLINGFORD ROAD,,MORDEN,MERTON,GREATER LONDON
910000,10/02/2016,TW11 9LS,79,,MUNSTER ROAD,,TEDDINGTON,RICHMOND UPON THAMES,GREATER LONDON
308000,12/02/2016,BR1 5NF,37,,DURHAM HILL,,BROMLEY,LEWISHAM,GREATER LONDON
451000,01/02/2016,CR2 0RT,30,,TINDALE CLOSE,,SOUTH CROYDON,CROYDON,GREATER LONDON
840000,05/02/2016,BR5 1QA,81,,WOOD RIDE,PETTS WOOD,ORPINGTON,BROMLEY,GREATER LONDON
335000,11/02/2016,DA1 4RT,48,,IRON MILL PLACE,CRAYFORD,DARTFORD,BEXLEY,GREATER LONDON
290000,15/01/2016,SE2 9DQ,64,,PANFIELD ROAD,,LONDON,GREENWICH,GREATER LONDON
845000,25/02/2016,SM7 1QR,24,,GILHAMS AVENUE,,BANSTEAD,SUTTON,GREATER LONDON
365000,20/01/2016,SM4 6RW,202,,MIDDLETON ROAD,,MORDEN,MERTON,GREATER LONDON
378000,29/01/2016,SM4 6QP,14,,CANTERBURY ROAD,,MORDEN,MERTON,GREATER LONDON
605000,28/01/2016,BR1 2UB,15,,SERVIDEN DRIVE,,BROMLEY,BROMLEY,GREATER LONDON
555000,12/02/2016,KT6 5NJ,127,,BRIGHTON ROAD,,SURBITON,KINGSTON UPON THAMES,GREATER LONDON
348000,10/02/2016,BR7 6JT,11,,GRAVELWOOD CLOSE,,CHISLEHURST,BROMLEY,GREATER LONDON
292664,29/01/2016,CR7 8LB,39,,THE DRIVE,,THORNTON HEATH,CROYDON,GREATER LONDON
135000,12/02/2016,DA1 4HH,21B,,CRAYFORD HIGH STREET,CRAYFORD,DARTFORD,BEXLEY,GREATER LONDON
520000,05/02/2016,DA15 9DT,7,,MONTROSE AVENUE,,SIDCUP,BEXLEY,GREATER LONDON
309000,02/02/2016,SE9 4NF,20,,MELLS CRESCENT,,LONDON,BROMLEY,GREATER LONDON
1190000,02/02/2016,SW19 8SZ,38,,SOUTH PARK ROAD,,LONDON,MERTON,GREATER LONDON
620000,19/02/2016,SW20 9HB,8,,BERRYLANDS,,LONDON,MERTON,GREATER LONDON
885000,19/02/2016,SE21 7BX,1,,RED POST HILL,,LONDON,SOUTHWARK,GREATER LONDON
215000,19/02/2016,CR0 8UE,24,,PEREGRINE GARDENS,,CROYDON,CROYDON,GREATER LONDON
341000,29/01/2016,BR3 4HT,24,,YEW TREE ROAD,,BECKENHAM,BROMLEY,GREATER LONDON
577500,29/01/2016,DA5 1QT,212,,UPTON ROAD SOUTH,,BEXLEY,BEXLEY,GREATER LONDON
168000,08/02/2016,SE20 8DZ,8,,ORCHARD GROVE,,LONDON,BROMLEY,GREATER LONDON
160000,12/02/2016,SE19 2UD,"ROSETTA COURT, 112",FLAT 24,CHURCH ROAD,,LONDON,CROYDON,GREATER LONDON
180000,11/01/2016,CR2 6BP,46B,,BLENHEIM CRESCENT,,SOUTH CROYDON,CROYDON,GREATER LONDON
435000,05/02/2016,CR4 2DP,25,,EDENVALE ROAD,,MITCHAM,MERTON,GREATER LONDON
295000,15/02/2016,BR6 9JZ,96A,,SEVENOAKS ROAD,,ORPINGTON,BROMLEY,GREATER LONDON
127000,08/01/2016,CR0 6DS,447,,DAVIDSON ROAD,,CROYDON,CROYDON,GREATER LONDON
255000,29/01/2016,BR1 4NZ,"REGENTS COURT, 25",FLAT 11,LONDON LANE,,BROMLEY,BROMLEY,GREATER LONDON
339950,08/02/2016,TN16 3UN,20,,STEEPLE HEIGHTS DRIVE,BIGGIN HILL,WESTERHAM,BROMLEY,GREATER LONDON
330000,22/01/2016,SE19 3SR,1,FLAT 6,VERMONT ROAD,,LONDON,CROYDON,GREATER LONDON
467000,29/01/2016,SM1 4RT,12,,VICTORIA ROAD,,SUTTON,SUTTON,GREATER LONDON
410000,08/01/2016,BR3 4QR,90,,CHURCHFIELDS ROAD,,BECKENHAM,BROMLEY,GREATER LONDON
328000,29/01/2016,DA16 2JS,131,,MERLIN ROAD,,WELLING,BEXLEY,GREATER LONDON
368712,05/02/2016,SM1 2HP,21,,FREDERICK ROAD,CHEAM,SUTTON,SUTTON,GREATER LONDON
265000,29/01/2016,SE20 8EH,BETTSWOOD COURT,FLAT 18,ANERLEY ROAD,,LONDON,BROMLEY,GREATER LONDON
375000,21/01/2016,BR6 0TS,51,,BICKNOR ROAD,,ORPINGTON,BROMLEY,GREATER LONDON
229000,27/01/2016,SM3 9LE,25,,OAKDENE MEWS,,SUTTON,SUTTON,GREATER LONDON
185000,04/02/2016,BR7 6DL,44,,WHITE HORSE HILL,,CHISLEHURST,BROMLEY,GREATER LONDON
370000,25/02/2016,SE25 4QJ,60,,DUNDEE ROAD,,LONDON,CROYDON,GREATER LONDON
285000,29/01/2016,BR6 7AH,5,,HILDA VALE CLOSE,,ORPINGTON,BROMLEY,GREATER LONDON
1250000,28/01/2016,CR8 3DH,8,,WALBURTON ROAD,,PURLEY,CROYDON,GREATER LONDON
395000,18/02/2016,BR2 9PT,53,,ALBERT ROAD,,BROMLEY,BROMLEY,GREATER LONDON
595000,29/01/2016,BR3 3QE,37,,GORDON ROAD,,BECKENHAM,BROMLEY,GREATER LONDON
360000,25/02/2016,SE9 4LN,7,,RAVENSWORTH ROAD,,LONDON,BROMLEY,GREATER LONDON
353000,05/02/2016,CR0 2EG,16,,GRENABY AVENUE,,CROYDON,CROYDON,GREATER LONDON
430000,22/01/2016,CR5 1EF,398,,COULSDON ROAD,,COULSDON,CROYDON,GREATER LONDON
375000,05/02/2016,SE25 4JY,22,,AYLETT ROAD,,LONDON,CROYDON,GREATER LONDON
257500,05/01/2016,SM6 0PY,"JASMINE COURT, 138",FLAT 48,WOODCOTE ROAD,,WALLINGTON,SUTTON,GREATER LONDON
210000,07/01/2016,DA14 6LN,1,,ETFIELD GROVE,,SIDCUP,BEXLEY,GREATER LONDON
259950,11/02/2016,SE25 4UH,7,,ST MARKS ROAD,,LONDON,CROYDON,GREATER LONDON
320000,08/02/2016,BR5 4JQ,44,,NORTHFIELD AVENUE,,ORPINGTON,BROMLEY,GREATER LONDON
475000,11/01/2016,SW20 8LR,"HERO, 328",FLAT 25,KINGSTON ROAD,WIMBLEDON,LONDON,MERTON,GREATER LONDON
1650000,15/01/2016,BR1 2QD,BLANDINGS,,SUNDRIDGE AVENUE,,BROMLEY,BROMLEY,GREATER LONDON
350000,22/01/2016,CR0 4FT,"CLARET COURT, 125",FLAT 40,CONNERSVILLE WAY,,CROYDON,CROYDON,GREATER LONDON
340000,11/01/2016,SW20 8LR,"HERO, 328",FLAT 47,KINGSTON ROAD,WIMBLEDON,LONDON,MERTON,GREATER LONDON
140000,15/01/2016,SM1 2TY,"JASMINE COURT, 150",FLAT 13,ST JAMES ROAD,,SUTTON,SUTTON,GREATER LONDON
273000,15/01/2016,KT1 1PE,30 - 32,FLAT 3,THAMES STREET,,KINGSTON UPON THAMES,KINGSTON UPON THAMES,GREATER LONDON
437500,08/01/2016,KT4 8SX,173,,CHEAM COMMON ROAD,,WORCESTER PARK,SUTTON,GREATER LONDON
331995,29/01/2016,BR2 9FX,"WRIGHTS COURT, 6",FLAT 9,JEFFERSON PLACE,,BROMLEY,BROMLEY,GREATER LONDON
2045000,29/01/2016,SW19 7ET,"EARLS TERRACE, 3",5,LEOPOLD AVENUE,,LONDON,MERTON,GREATER LONDON
237000,08/01/2016,CR0 4FT,"CLARET COURT, 125",FLAT 22,CONNERSVILLE WAY,,CROYDON,CROYDON,GREATER LONDON
354000,08/01/2016,CR0 4FT,"CLARET COURT, 125",FLAT 34,CONNERSVILLE WAY,,CROYDON,CROYDON,GREATER LONDON
331995,29/01/2016,BR2 9FX,"WRIGHTS COURT, 6",FLAT 10,JEFFERSON PLACE,,BROMLEY,BROMLEY,GREATER LONDON
280995,29/01/2016,BR2 9FX,"WRIGHTS COURT, 6",FLAT 4,JEFFERSON PLACE,,BROMLEY,BROMLEY,GREATER LONDON
270995,29/01/2016,BR2 9FX,"WRIGHTS COURT, 6",FLAT 5,JEFFERSON PLACE,,BROMLEY,BROMLEY,GREATER LONDON
505000,15/01/2016,SW20 8LR,"HERO, 328",FLAT 42,KINGSTON ROAD,WIMBLEDON,LONDON,MERTON,GREATER LONDON
328000,04/02/2016,CR0 4FT,"CLARET COURT, 125",FLAT 17,CONNERSVILLE WAY,,CROYDON,CROYDON,GREATER LONDON
380000,27/01/2016,CR0 4FT,"CLARET COURT, 125",FLAT 48,CONNERSVILLE WAY,,CROYDON,CROYDON,GREATER LONDON
360000,28/01/2016,CR0 4FT,"CLARET COURT, 125",FLAT 46,CONNERSVILLE WAY,,CROYDON,CROYDON,GREATER LONDON
410000,15/01/2016,SE19 3EW,88,FLAT 2,BEULAH HILL,,LONDON,CROYDON,GREATER LONDON
302995,29/01/2016,BR2 9FX,"WRIGHTS COURT, 6",FLAT 3,JEFFERSON PLACE,,BROMLEY,BROMLEY,GREATER LONDON
281000,13/01/2016,SM1 3BE,8A,,PAGET AVENUE,,SUTTON,SUTTON,GREATER LONDON
334000,08/01/2016,CR0 4FT,"CLARET COURT, 125",FLAT 31,CONNERSVILLE WAY,,CROYDON,CROYDON,GREATER LONDON
355000,18/01/2016,SW20 8LR,"HERO, 328",FLAT 26,KINGSTON ROAD,WIMBLEDON,LONDON,MERTON,GREATER LONDON
349995,29/01/2016,DA8 2EQ,126,,RAINBOW ROAD,,ERITH,BEXLEY,GREATER LONDON
344995,29/01/2016,DA8 2EQ,120,,RAINBOW ROAD,,ERITH,BEXLEY,GREATER LONDON
484600,20/01/2016,SW20 8LR,"HERO, 328",FLAT 32,KINGSTON ROAD,WIMBLEDON,LONDON,MERTON,GREATER LONDON
450000,11/01/2016,SW20 8LR,"HERO, 328",FLAT 31,KINGSTON ROAD,WIMBLEDON,LONDON,MERTON,GREATER LONDON
440000,08/02/2016,BR1 5DB,111,,RIDGEWAY DRIVE,,BROMLEY,BROMLEY,GREATER LONDON
351000,22/01/2016,CR0 4FT,"CLARET COURT, 125",FLAT 27,CONNERSVILLE WAY,,CROYDON,CROYDON,GREATER LONDON
300000,19/01/2016,SW20 8LR,"HERO, 328",FLAT 27,KINGSTON ROAD,WIMBLEDON,LONDON,MERTON,GREATER LONDON
72300,18/01/2016,CR0 3NL,132,,ONSLOW ROAD,,CROYDON,CROYDON,GREATER LONDON
200000,29/01/2016,CR2 6AA,"QUEENS MANSION, 24",FLAT A,BRIGHTON ROAD,,SOUTH CROYDON,CROYDON,GREATER LONDON
435000,12/02/2016,BR3 1SB,13,,ABBEY LANE,,BECKENHAM,BROMLEY,GREATER LONDON
850000,11/02/2016,TW9 2DR,5,,GASTON BELL CLOSE,,RICHMOND,RICHMOND UPON THAMES,GREATER LONDON
395000,05/02/2016,KT3 3SS,199,,KINGSTON ROAD,,NEW MALDEN,KINGSTON UPON THAMES,GREATER LONDON
350000,05/02/2016,CR2 8TA,21,,WAGTAIL GARDENS,,SOUTH CROYDON,CROYDON,GREATER LONDON
461000,05/02/2016,SM6 7NS,11,,MANOR ROAD NORTH,,WALLINGTON,SUTTON,GREATER LONDON
367500,19/02/2016,KT4 8TW,31,,TRENT WAY,,WORCESTER PARK,SUTTON,GREATER LONDON
935000,13/01/2016,BR1 4HF,103,,LONDON LANE,,BROMLEY,BROMLEY,GREATER LONDON
430000,29/01/2016,BR3 4LZ,22,,THAYERS FARM ROAD,,BECKENHAM,BROMLEY,GREATER LONDON
285000,03/02/2016,SE18 1NX,27,,SPERANZA STREET,,LONDON,GREENWICH,GREATER LONDON
690000,11/02/2016,SE4 1DF,71,,ROKEBY ROAD,,LONDON,LEWISHAM,GREATER LONDON
560000,08/02/2016,SE23 2EE,50,,VESTRIS ROAD,,LONDON,LEWISHAM,GREATER LONDON
1300000,09/02/2016,SW2 1DU,46,,MERVAN ROAD,,LONDON,LAMBETH,GREATER LONDON
400000,28/01/2016,SE18 7QZ,46,,BURWASH ROAD,,LONDON,GREENWICH,GREATER LONDON
500000,29/01/2016,CR2 8RL,11,,RAVENSHEAD CLOSE,,SOUTH CROYDON,CROYDON,GREATER LONDON
1100000,27/01/2016,SE3 7UG,32,,ULUNDI ROAD,,LONDON,GREENWICH,GREATER LONDON
1325000,02/02/2016,SW12 9PJ,46,,RAVENSWOOD ROAD,,LONDON,WANDSWORTH,GREATER LONDON
1525000,29/01/2016,SW15 5QU,20,,DUNGARVAN AVENUE,,LONDON,WANDSWORTH,GREATER LONDON
494000,05/02/2016,SE12 0NG,46,,RAYFORD AVENUE,,LONDON,LEWISHAM,GREATER LONDON
387500,03/02/2016,CR4 4AJ,83,,LANGDALE AVENUE,,MITCHAM,MERTON,GREATER LONDON
570000,28/01/2016,BR4 0JW,14,,BRAEMAR GARDENS,,WEST WICKHAM,BROMLEY,GREATER LONDON
290000,10/02/2016,SE18 1RE,58,,MIRIAM ROAD,,LONDON,GREENWICH,GREATER LONDON
1375000,08/01/2016,SW19 7HN,20,,HOME PARK ROAD,,LONDON,MERTON,GREATER LONDON
900000,01/02/2016,SW11 3EZ,52,,HOME ROAD,,LONDON,WANDSWORTH,GREATER LONDON
650000,12/02/2016,SM2 6LR,57,,MULGRAVE ROAD,,SUTTON,SUTTON,GREATER LONDON
316000,18/01/2016,BR1 4NF,71,,FARMFIELD ROAD,,BROMLEY,LEWISHAM,GREATER LONDON
600000,29/01/2016,TW9 1AX,LICHFIELD COURT,53,SHEEN ROAD,,RICHMOND,RICHMOND UPON THAMES,GREATER LONDON
275000,10/02/2016,SE18 1PZ,91,,ROYDENE ROAD,,LONDON,GREENWICH,GREATER LONDON
1440000,29/01/2016,SE22 0QR,63,,UNDERHILL ROAD,,LONDON,SOUTHWARK,GREATER LONDON
302000,19/02/2016,DA7 4JJ,24,,MAYPLACE ROAD WEST,,BEXLEYHEATH,BEXLEY,GREATER LONDON
430000,04/02/2016,KT3 6QN,68,,CLAREMONT AVENUE,,NEW MALDEN,MERTON,GREATER LONDON
370000,22/01/2016,DA16 3HR,21,,NORFOLK PLACE,,WELLING,BEXLEY,GREATER LONDON
490000,27/01/2016,SW20 9NX,70,,HAYNT WALK,,LONDON,MERTON,GREATER LONDON
395000,14/01/2016,BR3 4QT,27,,KIMBERLEY ROAD,,BECKENHAM,BROMLEY,GREATER LONDON
278000,21/01/2016,CR0 6RQ,97,,TEEVAN ROAD,,CROYDON,CROYDON,GREATER LONDON
183000,08/01/2016,DA17 5QT,35,,HATTERSFIELD CLOSE,,BELVEDERE,BEXLEY,GREATER LONDON
306000,12/02/2016,SM5 4NA,49,,COURTNEY CRESCENT,,CARSHALTON,SUTTON,GREATER LONDON
327500,25/01/2016,BR5 2QY,31,,SHOREHAM ROAD,,ORPINGTON,BROMLEY,GREATER LONDON
430000,01/02/2016,BR2 9QA,47,,POPE ROAD,,BROMLEY,BROMLEY,GREATER LONDON
155000,19/01/2016,TN16 3BB,"TUDOR COURT, 210",FLAT 43,MAIN ROAD,BIGGIN HILL,WESTERHAM,BROMLEY,GREATER LONDON
239000,15/01/2016,KT4 8HD,27,FLAT 5,COTSWOLD WAY,,WORCESTER PARK,SUTTON,GREATER LONDON
970000,05/02/2016,BR7 5QE,LIZARD BANK,,MANOR PARK,,CHISLEHURST,BROMLEY,GREATER LONDON
343000,25/01/2016,KT4 8LL,38,,COTSWOLD WAY,,WORCESTER PARK,SUTTON,GREATER LONDON
280000,15/02/2016,SE25 4JT,152A,,ALBERT ROAD,,LONDON,CROYDON,GREATER LONDON
150000,22/01/2016,CR0 9HG,221,,OSWARD,,CROYDON,CROYDON,GREATER LONDON
355000,12/02/2016,SM2 6QF,"KRISTINA COURT, 10",FLAT 3,OVERTON ROAD,,SUTTON,SUTTON,GREATER LONDON
360000,22/01/2016,CR7 7AX,39,,SANDRINGHAM ROAD,,THORNTON HEATH,CROYDON,GREATER LONDON
475000,28/01/2016,DA1 3NY,108,,HEATH ROAD,CRAYFORD,DARTFORD,BEXLEY,GREATER LONDON
305000,09/02/2016,SM5 3DD,11,,RUSKIN ROAD,,CARSHALTON,SUTTON,GREATER LONDON
320000,05/02/2016,SM1 2QL,72,,SYDNEY ROAD,,SUTTON,SUTTON,GREATER LONDON
182000,17/02/2016,SM2 6BE,5,,CHIPSTEAD CLOSE,,SUTTON,SUTTON,GREATER LONDON
385000,19/02/2016,SM2 6ND,61,,WORCESTER ROAD,,SUTTON,SUTTON,GREATER LONDON
217085,29/01/2016,SM5 2ED,32,,ROSSIGNOL GARDENS,,CARSHALTON,SUTTON,GREATER LONDON
990000,22/01/2016,BR1 4HW,12,,KINGS AVENUE,,BROMLEY,BROMLEY,GREATER LONDON
593500,13/01/2016,BR2 9EL,148,,HAYES LANE,,BROMLEY,BROMLEY,GREATER LONDON
277000,01/02/2016,SM5 3QJ,22,,ALPINE VIEW,,CARSHALTON,SUTTON,GREATER LONDON
350000,08/01/2016,BR1 3DT,"THE CHILTERNS, 148",FLAT 5,MURRAY AVENUE,,BROMLEY,BROMLEY,GREATER LONDON
418000,15/02/2016,CR0 7XQ,66,,WATLINGS CLOSE,,CROYDON,CROYDON,GREATER LONDON
350000,27/01/2016,SM1 3EY,21,,GLOUCESTER GARDENS,,SUTTON,SUTTON,GREATER LONDON
258000,26/01/2016,DA1 3NX,19,,HILL BROW,CRAYFORD,DARTFORD,BEXLEY,GREATER LONDON
155000,22/01/2016,DA1 4SP,24,,WYATT ROAD,CRAYFORD,DARTFORD,BEXLEY,GREATER LONDON
275000,29/01/2016,CR0 2QW,66,,BEULAH GROVE,,CROYDON,CROYDON,GREATER LONDON
119950,22/01/2016,SM1 4QN,"OAK LODGE, 21",FLAT 59,THICKET ROAD,,SUTTON,SUTTON,GREATER LONDON
500000,15/01/2016,CR7 8DL,74,,CAROLINA ROAD,,THORNTON HEATH,CROYDON,GREATER LONDON
410000,19/01/2016,CR0 7RD,11,,MORRIS CLOSE,,CROYDON,CROYDON,GREATER LONDON
477500,12/02/2016,TW12 3NR,21,,OAK AVENUE,,HAMPTON,RICHMOND UPON THAMES,GREATER LONDON
262000,04/02/2016,CR7 8HY,86,,HOWBERRY ROAD,,THORNTON HEATH,CROYDON,GREATER LONDON
357275,29/01/2016,CR0 4FT,"CLARET COURT, 125",FLAT 7,CONNERSVILLE WAY,,CROYDON,CROYDON,GREATER LONDON
330000,15/02/2016,CR2 0NG,2A,,EDGAR ROAD,,SOUTH CROYDON,CROYDON,GREATER LONDON
395000,12/02/2016,DA16 2SR,34,,SUNDRIDGE AVENUE,,WELLING,BEXLEY,GREATER LONDON
155000,22/01/2016,SE25 6NN,25B,,PRINCE ROAD,,LONDON,CROYDON,GREATER LONDON
475000,20/01/2016,SW20 8LR,"HERO, 328",FLAT 5,KINGSTON ROAD,WIMBLEDON,LONDON,MERTON,GREATER LONDON
318000,13/01/2016,BR5 3DZ,60,,LULLINGSTONE CRESCENT,,ORPINGTON,BROMLEY,GREATER LONDON
336000,08/02/2016,CR7 6DT,195,,SILVERLEIGH ROAD,,THORNTON HEATH,CROYDON,GREATER LONDON
1000000,09/02/2016,BR3 1QR,121,,LENNARD ROAD,,BECKENHAM,BROMLEY,GREATER LONDON
247500,27/01/2016,CR0 7UU,JULIEN COURT,119,REGENCY WALK,,CROYDON,CROYDON,GREATER LONDON
590000,28/01/2016,KT2 7HY,WARREN LODGE,FLAT 1,WARREN ROAD,,KINGSTON UPON THAMES,KINGSTON UPON THAMES,GREATER LONDON
323500,08/01/2016,SM4 6HF,112,,MALMESBURY ROAD,,MORDEN,MERTON,GREATER LONDON
335000,21/01/2016,DA8 1PX,74,,RIVERDALE ROAD,,ERITH,BEXLEY,GREATER LONDON
350000,22/01/2016,CR8 2PD,17,,LANSDOWNE ROAD,,PURLEY,CROYDON,GREATER LONDON
450000,13/01/2016,BR4 9EU,121,,CHESTNUT AVENUE,,WEST WICKHAM,BROMLEY,GREATER LONDON
408000,12/02/2016,SE6 3AA,52,,SOUTHEND LANE,,LONDON,LEWISHAM,GREATER LONDON
960000,02/02/2016,SW19 8QF,27,,CLARENCE ROAD,,LONDON,MERTON,GREATER LONDON
755000,01/02/2016,DA5 2DD,8,,ST MARYS ROAD,,BEXLEY,BEXLEY,GREATER LONDON
2275000,11/01/2016,SE3 9RT,10,,LEE ROAD,,LONDON,LEWISHAM,GREATER LONDON
395000,29/01/2016,BR6 9HF,80,,ETON ROAD,,ORPINGTON,BROMLEY,GREATER LONDON
475000,05/02/2016,KT5 9NH,30,,OAKDENE DRIVE,,SURBITON,KINGSTON UPON THAMES,GREATER LONDON
372500,29/01/2016,CR0 7UT,HOLBEIN COURT,113,REGENCY WALK,,CROYDON,CROYDON,GREATER LONDON
342500,29/01/2016,CR0 9HT,44,,CROFTERS MEAD,,CROYDON,CROYDON,GREATER LONDON
365000,12/02/2016,SE9 4ET,441,,SIDCUP ROAD,NEW ELTHAM,LONDON,GREENWICH,GREATER LONDON
503000,05/02/2016,CR2 0HQ,19,,FARM FIELDS,,SOUTH CROYDON,CROYDON,GREATER LONDON
349000,18/01/2016,CR0 2EG,14,,GRENABY AVENUE,,CROYDON,CROYDON,GREATER LONDON
1245000,15/02/2016,SW18 3AS,7,,BUCHAREST ROAD,,LONDON,WANDSWORTH,GREATER LONDON
460000,29/01/2016,DA5 3NN,17,,RAVENSWOOD,,BEXLEY,BEXLEY,GREATER LONDON
349950,28/01/2016,TW11 9BT,"GROSVENOR COURT, 161",FLAT 2,FAIRFAX ROAD,,TEDDINGTON,RICHMOND UPON THAMES,GREATER LONDON
358000,27/01/2016,DA16 1DR,25,,SIDMOUTH ROAD,,WELLING,BEXLEY,GREATER LONDON
530000,29/01/2016,BR3 6TN,4,,PARKSIDE,,BECKENHAM,BROMLEY,GREATER LONDON
530000,14/01/2016,CR2 6DS,15,,TIRLEMONT ROAD,,SOUTH CROYDON,CROYDON,GREATER LONDON
325000,06/01/2016,DA7 6NW,188,,PARKSIDE AVENUE,,BEXLEYHEATH,BEXLEY,GREATER LONDON
1230000,28/01/2016,SW14 8SP,37,,FIRST AVENUE,,LONDON,RICHMOND UPON THAMES,GREATER LONDON
490000,06/01/2016,SE7 8QG,13,,MONTCALM ROAD,,LONDON,GREENWICH,GREATER LONDON
625000,28/01/2016,SE7 7JX,44,,WYNDCLIFF ROAD,,LONDON,GREENWICH,GREATER LONDON
475000,29/01/2016,CR5 3BS,22,,CONISTON ROAD,,COULSDON,CROYDON,GREATER LONDON
560000,11/02/2016,KT6 4ED,SURBITON COURT,63,ST ANDREWS SQUARE,,SURBITON,KINGSTON UPON THAMES,GREATER LONDON
478500,29/01/2016,KT4 8RX,2,,FARM WAY,,WORCESTER PARK,SUTTON,GREATER LONDON
800000,29/01/2016,SW9 0LS,4,,OFFLEY ROAD,,LONDON,LAMBETH,GREATER LONDON
690000,12/02/2016,SW11 6SP,3,,COBHAM CLOSE,,LONDON,WANDSWORTH,GREATER LONDON
425000,22/01/2016,CR4 3AD,15,,GLEBE PATH,,MITCHAM,MERTON,GREATER LONDON
850000,15/01/2016,SW12 0JL,19,,QUEENSVILLE ROAD,,LONDON,LAMBETH,GREATER LONDON
331200,05/02/2016,SM5 1DT,165,,PETERBOROUGH ROAD,,CARSHALTON,SUTTON,GREATER LONDON
631500,22/01/2016,SE15 3UF,15A,,WAVENEY AVENUE,,LONDON,SOUTHWARK,GREATER LONDON
457500,08/01/2016,SE18 3PA,10,,NITHDALE ROAD,,LONDON,GREENWICH,GREATER LONDON
300000,12/02/2016,BR1 4NN,3,,ARCUS ROAD,,BROMLEY,LEWISHAM,GREATER LONDON
1042500,22/01/2016,TW11 9AF,18,,BLACKMORES GROVE,,TEDDINGTON,RICHMOND UPON THAMES,GREATER LONDON
202000,04/02/2016,CR2 6AP,444A,,BRIGHTON ROAD,,SOUTH CROYDON,CROYDON,GREATER LONDON
410000,27/01/2016,DA16 3AZ,19,,CENTRAL AVENUE,,WELLING,BEXLEY,GREATER LONDON
363680,05/02/2016,SE9 2DX,37,,BLANMERLE ROAD,,LONDON,GREENWICH,GREATER LONDON
375000,28/01/2016,CR2 9BU,67,,HAREWOOD GARDENS,,SOUTH CROYDON,CROYDON,GREATER LONDON
605000,10/02/2016,SW20 8DY,8,,BRONSON ROAD,,LONDON,MERTON,GREATER LONDON
335000,04/02/2016,BR1 4PG,549,,BROMLEY ROAD,,BROMLEY,LEWISHAM,GREATER LONDON
930000,22/02/2016,BR3 6SD,69,,BRABOURNE RISE,,BECKENHAM,BROMLEY,GREATER LONDON
635000,15/01/2016,SW17 9PY,66,,RECTORY LANE,,LONDON,WANDSWORTH,GREATER LONDON
360000,29/01/2016,BR5 2SZ,69,,ST PAULS WOOD HILL,,ORPINGTON,BROMLEY,GREATER LONDON
665000,28/01/2016,SE12 8QL,30,,LAMPMEAD ROAD,,LONDON,LEWISHAM,GREATER LONDON
271500,22/01/2016,SW17 7JX,DU CANE COURT,FLAT J512,BALHAM HIGH ROAD,,LONDON,WANDSWORTH,GREATER LONDON
1336271,15/01/2016,SW19 6NU,24,,SOUTHDEAN GARDENS,,LONDON,WANDSWORTH,GREATER LONDON
285000,19/02/2016,SE9 4NG,27,,STEYNING GROVE,,LONDON,BROMLEY,GREATER LONDON
712500,10/02/2016,SW15 1DY,5,TOP FLAT AT,WYMOND STREET,,LONDON,WANDSWORTH,GREATER LONDON
1990000,11/02/2016,SW19 3PD,4,,CHURCH LANE,,LONDON,MERTON,GREATER LONDON
415000,28/01/2016,BR1 5BE,75,,OAK TREE GARDENS,SUNDRIDGE,BROMLEY,BROMLEY,GREATER LONDON
1880000,22/01/2016,SW12 8QJ,23,,NIGHTINGALE SQUARE,,LONDON,WANDSWORTH,GREATER LONDON
880000,01/02/2016,TW1 4NF,70,,UPPER GROTTO ROAD,,TWICKENHAM,RICHMOND UPON THAMES,GREATER LONDON
275000,19/02/2016,DA15 8RL,11,,LYNDON AVENUE,,SIDCUP,BEXLEY,GREATER LONDON
252000,15/01/2016,CR2 8EQ,64,,LOMOND GARDENS,,SOUTH CROYDON,CROYDON,GREATER LONDON
